Type,Propeller,Throttle,Voltage (V),Thrust (g),Torque (N*m),Current (A),RPM,Power (W),Effciency (g/W),Operating Temperature (℃)
MN701S KV135,T-MOTOR G26*8.5,75%,47.24,6613,2.21,20.10,3730,950,6.96,HOT (Ambient Temperature: 34.5℃)
MN701S KV135,T-MOTOR G26*8.5,80%,47.13,7194,2.39,22.90,3869,1079,6.67,HOT (Ambient Temperature: 34.5℃)
MN701S KV135,T-MOTOR G26*8.5,90%,46.89,8321,2.72,29.60,4164,1388,6.00,HOT (Ambient Temperature: 34.5℃)
MN701S KV135,T-MOTOR G26*8.5,100%,46.64,9733,2.98,39.50,4468,1842,5.28,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,40%,23.82,1511,0.50,6.00,2262,143,10.57,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,42%,23.79,1684,0.55,6.80,2382,162,10.41,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,44%,23.75,1810,0.59,7.40,2476,176,10.30,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,46%,23.72,2022,0.65,8.70,2592,206,9.80,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,48%,23.68,2252,0.71,9.80,2754,232,9.70,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,50%,23.63,2483,0.77,11.40,2880,269,9.22,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,52%,23.58,2648,0.83,12.60,3004,297,8.91,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,54%,23.54,2881,0.89,14.00,3096,330,8.74,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,56%,23.50,3077,0.94,15.30,3193,360,8.56,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,58%,23.45,3268,0.99,16.60,3260,389,8.40,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,60%,23.43,3466,1.02,18.20,3312,426,8.13,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,62%,23.36,3669,1.10,19.60,3463,458,8.01,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,64%,23.31,3862,1.16,21.20,3555,494,7.82,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,66%,23.25,4087,1.23,22.80,3638,530,7.71,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,68%,23.19,4247,1.29,24.40,3724,566,7.51,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,70%,23.14,4490,1.35,27.10,3820,627,7.16,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,75%,22.99,4963,1.49,30.80,4004,708,7.01,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,80%,22.85,5398,1.61,35.30,4206,807,6.69,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,90%,22.46,6602,1.92,48.10,4604,1080,6.11,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR P24*7.2,100%,22.10,7618,2.17,60.60,4935,1339,5.69,58 (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,40%,23.55,2189,0.66,8.70,2161,205,10.68,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,42%,23.50,2351,0.73,9.80,2236,230,10.21,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,44%,23.46,2603,0.81,11.10,2336,260,10.00,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,46%,23.41,2854,0.88,12.40,2433,290,9.83,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,48%,23.33,3100,0.97,14.00,2536,327,9.49,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,50%,23.27,3376,1.03,15.90,2642,370,9.12,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,52%,23.21,3675,1.09,17.60,2757,409,9.00,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,54%,23.13,3879,1.16,19.50,2835,451,8.60,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,56%,23.05,4144,1.24,21.40,2923,493,8.40,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,58%,22.97,4441,1.30,23.80,3024,547,8.12,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,60%,22.90,4612,1.37,25.30,3089,579,7.96,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,62%,22.81,4831,1.44,27.70,3164,632,7.65,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,64%,22.72,5180,1.51,30.40,3265,691,7.50,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,66%,22.65,5355,1.58,32.00,3322,725,7.39,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,68%,22.58,5555,1.64,34.10,3391,770,7.21,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,70%,22.50,5782,1.74,36.30,3457,817,7.08,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,75%,22.24,6390,1.92,43.00,3634,956,6.68,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,80%,22.05,6860,2.08,48.80,3773,1076,6.38,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,90%,21.58,8005,2.40,63.70,4076,1375,5.82,HOT (Ambient Temperature: 34.5℃)
MN701S KV280,T-MOTOR G26*8.5,100%,21.11,9040,2.66,80.60,4333,1701,5.31,HOT (Ambient Temperature: 34.5℃)
