Type,Propeller,Throttle,Voltage (V),Thrust (g),Torque (N*m),Current (A),RPM,Power (W),Effciency (g/W),Operating Temperature (℃)
MN505S KV380,T-MOTOR P18*6.1,40%,24.02,1071,0.05,5.30,3196,127,8.43,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,42%,24.02,1160,0.08,5.90,3335,141,8.22,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,44%,24.01,1287,0.10,6.60,3501,158,8.16,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,46%,24.00,1414,0.12,7.40,3652,177,7.98,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,48%,24.01,1545,0.15,8.20,3813,196,7.89,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,50%,24.00,1676,0.18,9.00,3961,216,7.78,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,52%,24.00,1843,0.21,10.10,4118,242,7.63,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,54%,24.00,1985,0.24,11.20,4303,270,7.36,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,56%,23.99,2084,0.27,12.20,4430,293,7.10,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,58%,23.98,2216,0.30,13.30,4568,320,6.93,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,60%,23.98,2347,0.33,14.50,4707,348,6.75,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,62%,23.98,2486,0.36,15.60,4831,375,6.63,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,64%,23.97,2645,0.38,16.90,4954,406,6.52,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,66%,23.97,2806,0.42,18.30,5073,439,6.40,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,68%,23.96,2936,0.45,19.60,5207,471,6.24,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,70%,23.96,3091,0.48,21.00,5330,504,6.13,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,75%,23.94,3456,0.56,24.50,5595,587,5.89,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,80%,23.93,3818,0.66,28.60,5884,685,5.58,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,90%,23.90,4606,0.82,37.70,6439,901,5.11,83.5 (Ambient Temperature: 9.5℃)
MN505S KV380,T-MOTOR P18*6.1,100%,23.86,5444,1.02,48.80,6975,1163,4.68,83.5 (Ambient Temperature: 9.5℃)
