Type,Propeller,Throttle,Voltage (V),Thrust (g),Torque (N*m),Current (A),RPM,Power (W),Efficiency (g/W),Operating Temperature (℃)
MN4116- KV450,T16*8",76%,23.43,3522,0.75,29.28,6568,686,5.13,102 (Ambient Temperature: 23℃)
MN4116- KV450,T16*8",78%,23.42,3629,0.77,30.78,6693,721,5.03,102 (Ambient Temperature: 23℃)
MN4116- KV450,T16*8",80%,23.40,3746,0.79,32.41,6802,758,4.94,102 (Ambient Temperature: 23℃)
MN4116- KV450,T16*8",90%,23.28,4396,0.93,42.54,7365,991,4.44,102 (Ambient Temperature: 23℃)
MN4116- KV450,T16*8",100%,23.12,5196,1.10,56.94,7953,1316,3.95,102 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",40%,23.77,948,0.19,4.64,4259,110,8.60,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",42%,23.76,1022,0.20,5.09,4416,121,8.45,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",44%,23.75,1103,0.21,5.62,4583,134,8.26,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",46%,23.74,1178,0.23,6.14,4742,146,8.08,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",48%,23.73,1276,0.25,6.80,4905,162,7.90,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",50%,23.72,1359,0.26,7.41,5074,176,7.73,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",52%,23.71,1444,0.28,8.04,5223,191,7.57,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",54%,23.70,1525,0.29,8.75,5392,207,7.36,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",56%,23.69,1613,0.30,9.47,5552,224,7.19,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",58%,23.68,1704,0.32,10.27,5707,243,7.01,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",60%,23.67,1802,0.35,11.09,5865,263,6.86,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",62%,23.66,1908,0.36,11.94,6010,282,6.75,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",64%,23.64,2010,0.38,12.88,6167,305,6.60,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",66%,23.63,2164,0.40,14.35,6379,339,6.38,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",68%,23.62,2240,0.42,15.17,6507,358,6.25,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",70%,23.60,2340,0.44,16.08,6648,380,6.16,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",72%,23.59,2456,0.46,17.17,6784,405,6.06,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",74%,23.58,2539,0.48,18.13,6911,427,5.94,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",76%,23.56,2687,0.51,19.55,7063,461,5.83,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",78%,23.54,2817,0.53,20.82,7195,490,5.75,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",80%,23.53,2916,0.55,22.04,7329,518,5.63,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",90%,23.45,3490,0.66,28.76,7988,674,5.18,50 (Ambient Temperature: 23℃)
MN4116- KV450,P15*5",100%,23.33,4227,0.79,38.79,8735,905,4.67,50 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",40%,23.75,1127,0.21,5.37,4214,127,8.84,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",42%,23.74,1212,0.23,5.92,4362,141,8.62,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",44%,23.73,1287,0.25,6.51,4527,155,8.33,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",46%,23.72,1389,0.27,7.19,4683,170,8.15,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",48%,23.71,1472,0.29,7.84,4842,186,7.92,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",50%,23.70,1579,0.31,8.57,5003,203,7.77,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",52%,23.69,1675,0.32,9.24,5149,219,7.65,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",54%,23.68,1785,0.34,10.10,5305,239,7.47,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",56%,23.67,1890,0.36,10.99,5459,260,7.27,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",58%,23.65,2003,0.38,11.92,5612,282,7.10,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",60%,23.64,2108,0.40,12.81,5754,303,6.96,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",62%,23.62,2217,0.42,13.85,5899,327,6.78,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",64%,23.61,2323,0.45,14.84,6043,350,6.63,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",66%,23.59,2499,0.48,16.59,6252,391,6.39,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",68%,23.57,2623,0.50,17.79,6388,419,6.26,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",70%,23.56,2735,0.52,18.86,6508,444,6.16,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",72%,23.55,2869,0.54,20.08,6639,473,6.07,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",74%,23.53,2988,0.57,21.40,6778,504,5.93,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",76%,23.52,3106,0.58,22.60,6891,531,5.85,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",78%,23.50,3227,0.61,24.06,7051,565,5.71,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",80%,23.48,3365,0.63,25.59,7170,601,5.60,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",90%,23.39,4025,0.76,33.63,7768,787,5.12,106 (Ambient Temperature: 23℃)
MN4116- KV450,P16*5.4",100%,23.26,4814,0.91,44.88,8470,1044,4.61,106 (Ambient Temperature: 23℃)
